பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 6 - 2 3,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,33,26,90,60,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,34,26,85,65,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய
மலை வபய்யும் சாத்தியம்"
வகாழும்பு,31,26,95,70,அடிக்கடி மலை வபய்யும்
காலி,30,26,95,80,அடிக்கடி மலை வபய்யும்
யாழ்ப்பாணம்,32,28,80,70,பிரதானமாக சீரான வானிலை
கண்டி,30,21,95,65,அடிக்கடி மலை வபய்யும்
நுவவரலியா,21,14,95,75,அடிக்கடி மலை வபய்யும்
இரத்தினபுரி,31,24,95,80,அடிக்கடி மலை வபய்யும்
திருககாணமலை,35,26,85,60,பிரதானமாக சீரான வானிலை
மன்னார்,30,27,90,75,சிறிதளவில் மலை வபய்யும்
