பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 2 - 0 8,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,30,22,90,80,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,29,24,90,80,சிறிதளவில் மலை வபய்யும்
வகாழும்பு,31,24,85,60,"பி.ப. 4.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
காலி,29,24,90,70,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
யாழ்ப்பாணம்,30,22,85,75,பிரதானமாக சீரான வானிலை
கண்டி,29,19,90,80,பிரதானமாக சீரான வானிலை
நுவவரலியா,21,10,90,70,சிறிதளவில் மலை வபய்யும்
இரத்தினபுரி,33,22,90,70,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
திருககாணமலை,29,22,90,70,பிரதானமாக சீரான வானிலை
மன்னார்,31,25,90,75,பிரதானமாக சீரான வானிலை
