"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 14th October 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව
Cth khfhzk;
Uva",,,,Fire,2020.08.17,12,54,,,,12,,,,1,12,54,Alakolagala Day Care Centre
,,,Welimada,,2020.10.12,1,5,,,,,1,,,,,,
,,,,,2020.10.13,3,14,,,,,3,,,,,,
,,,Soranathota,,2020.10.10,4,14,,,,,4,,,,,,
,1,බදුල්ල,Ella,,2020.10.12,1,3,,,,1,,,,,,,
,,"gJs;is
Badulla",Haldumulla,High Wind,2020.10.13,1,5,,,,,1,,,,,,
,,,Uwaparanagama,,2020.10.12,2,12,,,,,2,,,,,,
,,,Redimaliyadda,,,1,3,,,,,1,,,,,,
,,,Haliela,,2020.10.13,10,37,,,,,10,,,,,,
,,,Megahakiula,,,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,36,151,0,0,0,13,23,0,0,1,12,54,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,36,151,0,0,0,13,23,0,0,1,12,54,
"මධ්‍යම පලාත
kj;jpa khfhzk;
Central",2,"මහනුවර
fz;b
Kandy",Yatinuwara,High Wind,2020.10.09,1,4,,,,,1,,,,,,
,,,,,2020.10.13 / 14,2,6,,,,,2,,,,,,
,,,,Landslide,2020.10.12,1,3,,,,,1,,,,,,
,,,Poojapitiya,Rock Fallen,2020.10.09,1,8,,,,,1,,,,,,
,,,,High Wind,2020.10.13,3,9,,,,,3,,,,,,
,,,PasbageKorale,Landslide Risk,2020.10.12,1,9,,,,,,,,,,,
,,,,High Wind,2020.10.14,11,42,,,,,11,,,,,,
,,,Harispattuwa,High Wind,2020.10.11,2,8,,,,,2,,,,,,
,,,Deltota,High Wind,2020.10.11,1,6,,,,,1,,,,,,
,,,Udapalatha,High Wind,2020.10.12,1,6,,,,,1,,,,,,
,,,,,2020.10.13,1,5,,1,,,1,,,,,,
,,,Pathahewaheta,,2020.10.13,1,2,,,,,1,,,,,,
,,,Gangaihalakorale,Tree Fallen,2020.10.13 / 14,5,18,,,,,5,,,,,,
,,,Akurana,High Wind,2020.10.13,1,3,,,,1,,,,,,,
,,,Minipe,High Wind,2020.10.13,12,52,,,,,12,,,,,,
,,,Medadumbara,Heavy Rain,2020.10.13,3,18,,,,,3,,,,,,
,,,Thumpane,Heavy Rain,2020.10.13,1,6,,,,,1,,,,,,
,,,Udunuwara,Heavy Rain,2020.10.14,2,7,,,,,2,,,,,,
,,,Doluwa,High Wind,2020.10.14,1,2,,,,,1,,,,,,
,.,,,,,51,214,0,1,0,1,49,0,0,0,0,0,
,3,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Nuwara Eliya,High Wind,2020.10.13,8,27,,,,,8,,,,,,
,,,Walapane,,,1,3,,,,,1,,,,,,
,,,Kothmale,,,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,10,34,0,0,0,0,10,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,61,248,0,1,0,1,59,0,0,0,0,0,
