"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Colombo,"* Seethawaka and
Padukka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Elpitiya,
Nagoda,
Yakkalamulla,
Neluwa and
Baddegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"* Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑↑ Palindanuwara and
↑ Walallawita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Deraniyagala and
Yatiyanthota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"* Kotapola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Pitabeddara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,,"↑ Eheliyagoda and
↑ Kiriella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
