"Locations for Potential Risk
නායයෑපම් අවදානම ෙැවතිය හැකි ප්‍රපේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Galle,"Baddegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"Ganga Ihala Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Aranayake
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"Ambagamuwa, Norwood
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Kiriella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
Special Note: These warning levels are issued based on the cumulative rainfall received to respective areas,,,
and given weather forecast by meteorological department of Sri Lanka,,,
