"තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 26th December 2019 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purvie",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව/Cth
khfhzk;/Uva",1,"බදුල්ල
gJs;is
Badulla",Bandarawela,Heavy Rain,2019.12.20,1,5,,,,,,,,1,1,5,Yowun Senankaya
,,,Haputhale,,,15,50,,,,,,,,1,15,50,Dambethenna Tamil V
,,,Passara,,,5,18,,,,,,,,1,5,18,"1. kanawarella sarwodaya
bulding"
,,,Welimada,,,62,225,,,,,,,,1,62,225,Ambewela Malin Watta
,,,Haldummulle,,,23,109,,,,,,,,1,23,109,mahakanda
,,,Haliela,,,16,40,,,,,,,,1,16,40,01. moragolla Tamil School
,,,Lunugala,,,5,11,,,,,,,,1,5,11,Galulla Tamil Collage
,,,Elle,,,13,50,,,,,,,,2,13,50,"01. Hidagalawatta
Montisory
02. Karandagolla Temple"
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,140,508,0,0,0,0,0,0,0,9,140,508,
,2,"ගමානරාෙල
nkhdwhfiy
Moneragala",Bibila,Flood,2019.12.21,62,183,,,,,5,,,,,,
,,,Katharagama,,,432,1575,,,,,10,,,,,,
,,,Siyambalanduwa,,,16,72,,,,,16,,,,,,
,,,Thanamalvila,,,25,85,,,,,25,,,,,,
,,,Buththala,,,91,336,,,,,43,,,,,,
,,,Monaragala,,,299,901,,,,4,51,,,,,,
,,,Medagama,,,14,43,,,,,5,,,,,,
,,,Badalkumbura,,,26,119,,,,,,,,,,,
,,,Wellawaya,,,8,36,,,,,8,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,973,3350,0,0,0,4,163,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1113,3858,0,0,0,4,163,0,0,9,140,508,
,3,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Manmunai North,Flood,2019.12.18,2,7,,,,1,1,,,,,,
,,,Koralaipattu West,,2019.12.22,756,2712,,,,,,,,,,,
,,,Koralaipattu North,,2019.12.21,36,99,,,,,,,,,,,
,,,Koralaipattu South,,2019.12.19,1020,3316,,,,,,,,,,,
,,,Koralaipattu,,2019.12.21,48,150,,,,,,,,,,,
,,,Eravur Pattu,,2019.12.18,3877,13028,,,,,20,,,,,,
,,,Manmunai West,,2019.12.21,335,1084,,,,,4,,,,,,
,,,Manmunai south west,,2019.12.18,2,7,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,6076,20403,0,0,0,1,27,0,0,0,0,0,
