"Page 1 Situati
තත්ත්ව වාර්තාව - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/ Situation Report- Sri Lanka
දිනය /jpfjp / Date : 22nd September 2020 at 1800hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk;
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;fs;
Deaths","තුවාලවු
පුද්ගලයි
න්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයි
න්
fhzh
ky;Ngh
NdhH
Missin
g
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු NtW
Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ
හානි
gFjpa
sT
Partiall
y","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත්
යටිතල පහසුකම්
වලට වූ හානි
mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Location
s","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"මධ්‍යම පලාත
kj;jpa khfhzk
Central",1,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Nuwaraeliya,Fire,2020.08.11,35,125,,,,24,,,,1,35,125,Muththumari Amman Kovil
,,,Abagamuwa,High Wind,2020.09.21,39,153,,,,,39,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,74,278,0,0,0,24,39,0,0,1,35,125,
,,,Ududumbara,High Wind,2020.09.20,5,15,,,,,5,,,,,,
,,,Hatharaliyadda,Hiigh Wind & Heavy Rain,2020.09.22,2,7,,,,,2,,,,,,
,,,Yatinuwara,High Wind,2020.09.18,1,3,,,,,1,,,,,,
,,,Pasbage korale,Heavy Rain,2020.09.21,4,23,,,,,1,,,,,,
,,නුවර,,High Wind,,2,10,,,,,2,,,,,,
,2,"fz;b
Kandy",Gangawata Korale,Landslide,2020.09.20,5,23,3,2,,2,3,,,,,,
,,,,Heavy Rain,,2,5,,,,,2,,,,,,
,,,Doluwa,Heavy Rain,,1,4,,,,,1,,,,,,
,,,Harispattuwa,High Wind,2020.09.21,1,1,,,,,1,,,,,,
,,,,Rock Fallen,,1,6,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,24,97,3,2,0,2,19,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,98,375,3,2,0,26,58,0,0,1,35,125,
"ඌව
Cth khfhzk;
Uva",3,"බදුල්ල
gJs;is
Badulla",Welimada,Fire,2020.08.17,12,54,,,,12,,,,1,12,54,Alakolagala Day Care Centre
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,12,54,0,0,0,12,0,0,0,1,12,54,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,12,54,0,0,0,12,0,0,0,1,12,54,
"ස්ත්‍බරගමුව පලාත
rg;ufKt
Sabaragamuwa",,,Kahawatta,Rock Fallen,,1,5,,,,,1,,,,,,
,,,,High Wind,,1,5,,,,,1,,,,,,
,,,Pelmadulla,Tree Fallen,2020.09.20,3,8,,,,,3,,,,,,
,,,,Subsidence,,3,12,,,,,3,,,,,,
,,රත්නපුර,Kalawana,Wind,,2,8,,,,,,,,,,,
,4,",uj;jpdGhp",Godakawela,Subsidence,,1,3,,,,,,,,,,,
,,Rathnapura,Balangoda,High Wind,,27,79,,,,,27,,,,,,
,,,Nivithigala,High Wind & Heavy rain,2020.09.21,8,25,,,,,7,,,,,,
,,,Kuruvita,High Wind,,6,25,,,,,6,,,,,,
,,,,Heavy Rain,,1,1,,,,,1,,,,,,
,,,Kahawatta,Cutting Failure,2020.09.22,1,5,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,54,176,0,0,0,0,50,0,0,0,0,0,
,,,Dehiovita,High Wind,,12,42,,,,,5,,,,,,
,,,Deraniyagala,Tree Fallen,,6,25,,,,,,,,,,,
,,,,Cutting Failure,2020.09.21,1,5,,,,,,,,,,,
,,,Bulathkohupitiya,High Wind,,67,234,,1,,,67,,,,,,
,,,Aranayake,Tree Fallen,,1,4,,,,,1,,,,,,
,,,,,2020.09.20,1,8,,,,,1,,,,,,
,5,කෑගල්ල,Yatiyanthota,,,3,16,,,,,3,,,,,,
,,"Nffhiy
Kegalle",,Heavy Rain & High Wind,2020.09.21,66,281,,,,,62,5,,,,,
,,,Ruwanwella,Tree Fallen,2020.09.21,8,37,,,,,2,,,,,,
,,,,High Wind,,8,31,,,,,,,,,,,
,,,,Tree Fallen,2020.09.20,1,3,,,,,1,,,,,,
,,,Kegalle,,2020.09.21,4,14,,,,,4,,,,,,
,,,,High Wind,2020.09.20,1,1,,,,,,1,,,,,
,,,Warakapola,High Wind,2020.09.21,2,8,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,181,709,0,1,0,0,148,6,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,235,885,0,1,0,0,198,6,0,0,0,0,
