"Locations for Potential Risk
නායයෑපම් අවදානම ෙැවතිය හැකි ප්‍රපේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Badulla,
Passara,
* Lunugala,
* Ella and
* Hali Ela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Mathugama,
Bulathsinhala and
Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"Thumpane
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Ududumbara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Yatiyanthota,
Dehiowita,
Deraniyagala and
Warakapola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Rattota and
Ukuwela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Laggala Pallegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matara,"Kotapola and
Pitabeddara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Monaragala,Bibila,Medagama,
